id,text_clean,polarization
eng_d9569cc4b37c8dc2f74e1c802ec0562e,msnbc need drop program,0
eng_89f3e83592826b4c3b34fcb90fb2c17b,msnbc say false id like receipt well,0
eng_f7f1cc2032a9826dae8aeb50415992d5,msnbc drop morning joe morning jim,0
eng_c6bcdeea4763ff486dd8265d091b003c,msnbc offer jim acosta morning slot,0
eng_4d6df51fbe5d7cd81109729d422c2de6,mvp kamala harris tweet mvpinmunich mvpkamalaharris,0
eng_e8ef63764258f28373dd13620887532b,mate recount vote loveisland,0
eng_7f121e0851ceaa7c106525dd88ed1a09,maybe blue state start,0
eng_a8cde7452c5d24c0b88d8e3ff19a4b1f,middle east crisis live israel say maintain security control gaza war israelgaza war,0
eng_702a151aa2145b678a2379320dbd604b,mike penny r norm coleman r mn,0
eng_4b5318c8acd1533e5603b3ab73fe14e9,mike penny running 2020,0
eng_9abb024944b2783a67767a88503a49b1,mike penny come forward,0
eng_c9ba77a291771427c067956585950cbc,multiple explosion heard mention area one iron dome rocket report launched gaza,0
eng_79b4d6ea084466ca05aded1770bb1b68,conservative work class family currently read hardcore conspiracy theory memable content free,0
eng_f6de639c2b0e1509845569375f0fa182,nra one job one,0
eng_92334083942172062fd22cf2ed2207d9,national identity leopard another possible explanation,0
eng_355351a1efb730a3066d76812d1da9f3,nationalism america nationalism home country,0
eng_bf19d54843a7878e0d5d176663b41a84,nationalism ignore everybodys definition nationalism protect country people,0
eng_c5f725b54fdc1fa174d05f44123ba724,newsalert blinken discusses military aid surprise visit kyiv report news agency afp,0
eng_87a415a7a111a7ef3a3df09fa1183fab,no blockade gaza cuba liftcubagazasiege letgazacubalive,0
eng_37a72b80a77fe36e20401962dc8a531b,nope fake news loving,0
eng_316c175b6d1032182aefa36cc47d7018,not propaganda apparatus intelligence apparatus,0
eng_e19b6229c77c83b66f4bc3815b46cd0a,novak djokovic border security go best episode ever,0
eng_5d9b751c980d2332323453dd05a3dd90,november 9 2024 proof not joe biden,0
eng_8626b974b4458ed5e761de3955c05e38,seem like good time reread 2017 bipartisan senate intelligence report russian election interference,0
eng_4f436565d7a6323730113e915f31f270,nowplaying break glass mr zelensky go washington break glass mr zelensky go washington,0
eng_67b9dc8e786619c942aa92876b11be7c,oh mention imperialism,0
eng_c96725defbc139fb326274e5ad528cda,encourage people swing state vote blue,0
eng_13f917b1a192ebf3f0fec8872d90f7d7,one thing really bother medium keep call swing state count complete,0
eng_6e2529265ec52e5afb2b7096332f083e,2 day leave joe biden presidency not sure expect next 4 year,0
eng_e86db34482a986af37923c1e30b97e74,planatir also border security,0
eng_db3a2aec6b45cd1379ded805c16ee098,please inform world voter suppression real gerrymandering help swing electoral college abolish,0
eng_24bfaa3408a0fbee17c8405d12757235,post pic dozen neonazis rally justify annexation denazification new zealand,0
eng_f7fa8cce1563d1a08fbf83cbb7a6a6b2,predictably good stuff starmers key contribution demonstrate effective attack populism not ideological,0
eng_f4e4f704a3a7d7ffbaad3c18a372c4db,prior operation idf evacuate 350 patient mitigate risk civilian casualty operation,0
eng_c99afcbc7d8e19c8b25b031f65102f85,protrump republicans beg reverse course part immigration crackdown msnbc,0
eng_e1e114def479cc9c347d85d68d327813,process refugee calais politicslive,0
eng_b40747d2b3892be31ca22c74055b5d9d,professor john mearsheimer nato expansion provoke russia,0
eng_e1e9277826e351263085e9076041e2c4,putin putin putin work get job,0
eng_b8ee4e667e2dc702e8fcb26566913b57,putin putin bout putin work putin hour take,0
eng_9f50b44f6560e0ef090d36ebca18180a,putin warn hit new target kyiv get new missile russiaukraine war news al jazeera,0
eng_a7676a5f4001ba40c253ea0392d42a28,reminder 4 tx mutuals early vote end 4th,0
eng_742dc9aefbab124eb097bd493dcefa3a,really good easy read talk state capitalism v free market capitalism write 2010 think,0
eng_a028f4e1599c5770eca11d34458974fb,really work make sure people understand city military occupation,0
eng_87ae7278ad9d0868652bf6256b89deb1,redneck fire gun sky accompany civilian casualty either stray bullet people utterly stupid,0
eng_08001934db324704fa969f6835bc7329,refugee course exception,0
eng_1873624734bfe66badef89c1624803ef,reparation globalization capitalism,0
eng_e41ade28c14bd521d50c79b93f66346f,report palestinian terrorist prepare launch attack idf jenin judea samaria west bank,0
eng_c431b9c36a43a27403a7cbe5a66c705f,round 2 voter registration go ensure part wendiomdosi,0
eng_b85b4c488ca76ca890775ca08770cafe,russiaukraine war putin say ball eus court gas supply seven report dead donetsk market strike,0
eng_471fdf362329d331607a326babeb4414,russian foreign minister lavrov stand denazification claim dismiss zelenskyys judaism,0
eng_73a498ee92e337cb1ca3602c6f3c143e,russia military say withdrawal troop west bank river divide ukraines kherson region complete report ap,0
eng_6da2e9960b34e50710483f556eb954f6,sanction not anything lol,0
eng_478e6ad93fd80a5c73b5ef40b414a46b,seattle office civil right memo say seattle pd weapon amount collective punishment,0
eng_d2a01885dd87b5d54194edad82a92c57,seem like kamala harris settle postveep life new york magazine even downtime exudes hope inspires action,0
eng_c19215e6c76d4986cb7a6c3fba9b3d57,abolish electoral college,0
eng_700e1be353bf3a869810dbd02a28374b,show support keep msnbc air,0
eng_2fc7b6ef4fc45d0309c6a8ddcea3d9d7,weird trump fixation water take weird turn california announcement msnbc,0
eng_7f3de8a805f94474ab05f433e7a80ff3,leaf two blue state whole country,0
eng_f08d027a8e5c3dc29456980372283da0,solution stop illegal immigration shut app allows immigration enter country,0
eng_2bd9eacc97afcf30ea600f1e385bb773,closer end electoral college today votingrights,0
eng_e71fb97e2a6355121633fce4b7fd914d,social medium even unusable today start ukraine invasion seem best avoid entirely,0
eng_0db6656ea02920fe236fd7f0f66db198,socialism lgbtq right,0
eng_27f0b634f7a3d8b656b7a120ed8a0853,solidarity sarajevo protest sectarian law impose mass disenfranchisement german viceroy today,0
eng_11a63b0f759b8d503221fb06703f4664,somalia humanitarian dashboard january november 2024 refugee,0
eng_b9a6cb788feca60b77595c71046fde8c,country prosecute election fraud insurrection treason know,0
eng_ac3d5453609c3425457c62a8d9c5114b,sponsor family canadian immigration salamaslawfirmimmigrationinvestmentcanadaupdates,0
eng_1fa75a8257b44cc58668cf6f8436cf3f,stand ukraine russian aggression,0
eng_74a30899f82f32e8d85ad969fd082ab3,still no sign word imperialism cnn,0
eng_20f17e14126489b0ad32a637f90385a4,support lgbt americsns include live red state,0
eng_32858ebad8375f43d1e752947174d78e,sure sound like socialism,0
eng_b946164eb7ed8a02b65405124dd60fc5,thank qatar qatar agree reconstruct gaza home destroy israhell operation gaza,0
eng_a19c1128e85dcec12ccd92b9f775fa91,tron 1982 reminiscent multiculturalism think recklessly,0
eng_28ccc039c3a42824171939e67c5c5e7c,take jim acosta msnbc,0
eng_8b3987c4805e6ad7a57ea86c39f5b698,teach african refugee program javascript,0
eng_5c91584f353857892336a27d7eb28887,texas girl 11 take life bully immigration status mom say huffpost,0
eng_916262970545987ad770c6900e2ec1f3,thank ron filipowski share least mike penny integrity,0
eng_12bc0514fdef40875978f06375798966,never watch fox news,0
eng_cd5543666f96d9a37c3da11e506381c8,west bank back news russian defense minister order withdrawal troop entire west bank dnipro river,0
eng_231f323e0e8c778ed0d79e5d8024a800,12th walked vice president kamala harris,0
eng_690b4f1003b19c0841776c91ad7069b1,gop not judge,0
eng_237bcb96347ced305c09c57bf1477844,gop plan ban spay,0
eng_eb4e3c6ab35523f76267ea26bb690279,save act danger everyone voting right please pay attention help stop passing,0
eng_59160a63f08342b782fe455ff9ce20da,united state overuse sanction,0
eng_687668a8c953f14634d41c47058c6838,west bank get many police,0
eng_c6c08bd51a2ee2c6de9a93cbdc2cb81d,difference get military aid political support u government not,0
eng_2c22376627652fc2219028e024d72608,party clamp illegal immigration would get vote,0
eng_6afd36505aa2d840d9cd480372c1c10b,ship sanction work,0
eng_7a99e0935cb0f4601430cfd0a3d50114,congressional democrat right,0
eng_230b6ceed2b69494334e19d9a1acbaca,uncomfortable truth real justification second amendment,0
eng_578aac3af79bbea6aa888e4d418f4652,woke mob finally coke james madison crystal flute,0
eng_686e065677c29b9c0ac788feff5b3813,xenophobia social anxiety crazy,0
eng_315bedf9067d4b25de501e26c13486a1,theodor herzl father zionism speaks,0
eng_01472ef28fd3a3408d6de1baa0c935f7,no good racism no good xenophobia racism xenophobia evil people trait not discriminate,0
eng_343e4631b0c88de1acfea4ad4f715924,would global sanction u,0
eng_0a2ec9ca379303c2495d9b6dff2042ad,people immigration legal immigration,0
eng_1b44934d9eea6ca316e897b7c6b4cf1c,kamala harris bionic trailer look dope thebachelor,0
eng_37b315fba430a74880bcb17751d40a64,false please not make fake news tge norm,0
eng_862f6233f51d84581a6bb2000d280730,attempt outwoke wake mob something,0
eng_ac094bdfcf22ecf28819a868d0730e68,kind border security need canada,0
eng_aa92aafc0bd6bd4fd66bcfbd3a1d72fb,good community gaza,0
eng_7c4f0b7b4d9b9fea9cde754b8b46e933,leaf gaza ceasefire steel,0
eng_bd5feb0bf07e39750a56258e320c3c7f,year mike penny not approve bussy,0
eng_e2b4eab020a4198612aac8f7701753d9,u stick red state would appreciate tunnel border,0
eng_3b623f1b5571952068b841b5c83ca6cb,time abort filibuster electoral college abortionishealthcare roevwade,0
eng_76414fdc12383532a338ed0014d1d338,trudeau take opportunity reduce russian aggression arctic,0
eng_c53345861472d3e6a6576895ec83c1a0,trump pledge build iron dome feeling,0
eng_7fdbd88bac3f619c38d7f60349b40f64,two top canadian minister meet member presidentelect trumps inner circle discus border security plan canada u,0
eng_bafabc31f6eee358e5e9e4d235d03665,un timorleste news december 2024 refugee,0
eng_c3bdb74bcb109595481227a433de50dd,unhcr armenia hotline factsheet november 2024 refugee,0
eng_d628114838359988676588e763048b74,u president biden authorize 571 million military aid taiwan,0
eng_5ebe0642f3606e53e7b8f89e73abdb90,u provide 500million dollar india military aid,0
eng_73a138b3a5112415bc5594de75dd4662,u seek israeli approval arm pa troop fight west bank resistance,0
eng_889b6da3d5494ac956d603884e8c296e,uber pool xenophobia tcdisrupt,0
eng_462805b89cfe44667fc333084fd8ed33,uganda land refugee yo contribution russiaukraine war,0
eng_2c21cd40752015b1c7dce3b17d2b73c7,ukraine invasion covid ath cpi rate unite blood 2022 suck,0
eng_1bd61d1577fe4b5a45adb32314f9b82e,vice president kamala harris electoral college certification victory president trump,0
eng_27795e02d43c164f94aa45f4eddccc06,wait true trumpism,0
eng_fa8f89a8eca80360fbb8bbf57f91976a,war crime war crime,0
eng_a64e80d858446031f34d779f75dd6594,war crime tweet real time,0
eng_52d8b2daa8c9b1781be1b913e89759bf,not trump impeached withhold military aid ukraine,0
eng_dc94e3d2b8381a6f224f039eedab0add,watch doc active measure explore trump putin relationship also 2016 election interference,0
eng_6d24f054f447994fc6c9517bb5464b13,watch snow fall today no way snowflake unique yeg alberta,0
eng_7f508bd5269a29279d99e60344cf3439,hear israeli warplane airborne gaza,0
eng_7b91dbdb2e15bbd4b16783c0609a30ac,like soil amendment second amendment swordstoplows,0
eng_db52d35bd2398fbeda7d9cfec4e54de4,want recount pp7,0
eng_d75b42bec968a022c05e94b767aa94fd,actually happen kamala harris,0
eng_0b9745e40c67c4cf420b88cbd99b6cf3,exactly think zionism mean,0
eng_0c03f1d0711f597e150188ac9ac2e122,gaza strip los angeles,0
eng_2a91a01358f0069eedc4090e8745ddb3,eyebrow mike penny,0
eng_f5cc902dd550f54fe94fa8bb440d4fbf,mike penny 5 year ago,0
eng_0074d4c4d848c3d3c91fb69d53820516,affected gun control,0
eng_599cf608885a86719a39232c28af4381,not hegseth meet democrat,0
eng_84aab01ac857f9ed0c37eb0389dc3af9,society begin advocate teacher human shield school shooting,0
eng_7e24dfc21e056a21f570f1b597c07cee,see condemnation taliban hamas regard somaliablast,0
eng_9faa250aa5f6ed6ce12ecc9989d8d933,not impeachment trial work well,0
eng_42ec85c81580e50a0d77fe8ce6d3f283,wow egyptian go way west bank create check point,0
eng_ee7269e39af9eb6754065ec128ead849,yes recount fair walang daya,0
eng_f7bf60ab9ec859671ca0db7e977f4058,yay marc contribution protect voting right go history extraordinary thank team,0
eng_a9726948cca2b93ed3de01e4893404bb,yeah hamas attack israel yesterday,0
eng_868b69b57fb330640e925f0386a2bd12,yeah defo ceasefire not work,0
eng_a19615d625662a1f3b9cee09931f69cd,yes governor blue state need work together language speak hear,0
eng_9bf88fff00f8c6db063190fd49e1720a,worried civilian casualty,0
eng_d0c9dfa786d79e9564a48b3ee97b1318,commitment ukrainian refugee admirable previously syrian refugee,0
eng_c843d9171a0a3ae8f76130ceb5eb9469,zelensky dope af,0
eng_c146e7e78ba3b0d37ddd811be2559f3d,zelensky need help country offer,0
eng_cab02e0698cc8dcec161628a7cc2729f,zelensky meet leader discuss ukraine future,0
eng_2133f1d07aa40912ff2f7126261ef900,zelensky video grip soul,0
eng_a8e16409181c064d99a160148b6ce88d,second amendment next,0
eng_361bac125095e7b685ea5bef799fb779,essentially x refugee,0
eng_2760a681205c099f18da6a6879aaa5b9,capitalism antidemocratic core,0
eng_8185b0b62ae0675f961ed63fc453025e,combatendo fake news com fake news,0
eng_30b383ccbb5c48a4d586845ed8945c7a,come someone love impeachment,0
eng_371e3c55d8b1f5c2779b1e82a1a115f5,er nhlallstar demand recount,0
eng_849d33a37a34a40588c593ff9270fc18,eu anti immigration aim group people,0
eng_71abb9cfd526d5c66af9111e429d954a,eyewitness afterthought deportation grant bowler extrapolate,0
eng_6fbee11ce399b6ce3a6f5820a07df04c,get breakfast pho place play clairo mitski 10am multiculturalism beautiful,0
eng_1c53fb9e313a4e2914af31d4c3a43e13,launch deportation operation colombia use title 42 border rule,0
eng_2a674d91b1875e5e2435feffa293ac98,mint choc chip frostino nationalism,0
eng_b9e6b7a1a26ab61ce93eca5f8af669e3,nate need gun control,0
eng_764e8a8f06a96958cca3c4df2c6e6695,oomf larping kamala harris roblox,0
eng_bb659208d87276091d3e12d97053821a,opossum war crime money laundering,0
eng_95d138164fd4fc091827a76db788a428,president zelensky hot,0
eng_52d5a34c1291218ffdf97fa30a5af5df,see comment christian antisemitism zionism,0
eng_bdca71ed24ecfbe8ef22f2d77972af29,someone meet israeli delegate uk,0
eng_a3a0b82a1b032383d148423180d487b1,stress eat chip bcos might deportation,0
eng_29c5aa51671642488dfcd7f3a08edac1,tell favourite conspiracy theory,0
eng_9eb05dd6a0c473b5df4c62a55519d4b1,fact still electoral college wild,0
eng_5bee6995047c87a55e868c3627512de4,parasocial relationship xenophobia ggs ignore,0
eng_8b9910bc8d8b3e9e655edd22d39b9052,insurrection lego city,0
eng_ef03c52c511a977ceb453241ab44899f,woke mob outside home demanding show hole tl,0
eng_9dbd4c73d45ebf9ed19e737727157734,think girl shout free palestine tell pakistani,0
eng_0786e3a450dd693842ef870a68c33511,not lover quarrel imperialism,0
eng_2505c34d4e6c10b5cabea97b405e62ec,toad commit many war crime,0
eng_3785f7ac5937883b935b395cb9bf9869,warren elons conflict interest illegal immigration,0
eng_51047204f53893e2378387c9869dcc18,talk ukraine invasion social nobody genuinely care care listen,0
eng_342360e14e6e59d327defad58c7e7edd,breitbart like brexit,0
eng_c68cf0216367e10b12d1fe8ccc11afd6,border security digitalisation sovereignty insight eu borderwork peace research institute oslo,0
eng_934771e122ed79352c57e60b0b1746bb,favorite conspiracy theory,0
eng_3f26c57bb2b7ed395113ad2fa8bbafc3,wtf chelsea sanction,0
eng_e0f5a42207d174cf3a92166c3238b7dd,yesterday someone ask say free palestine family iraq,0
eng_cd6b4be7358cec384a4549516dd0b6b5,oppose western imperialism without support russian imperialism,0
eng_c2d87210adeaa631a882551ab8b7c9f6,speak fact elites care border security doorstep,1
eng_01bd301adaac4183f149a178ef587944,indict unrest martial law no electoral college,1
eng_63d57ac3aeb5da49d41bc1d4e1248e21,call lie spread propaganda,1
eng_00092d84d86aab0b71f5ad55952da7ed,conservative value okay junior oxymoron he moron,1
eng_2db047af7325053ea2fabd6426761f79,denazification excuse explain russias deployment troop ukraine allege hitler jewish ancestry,1
eng_94e41951dc909636d7c03e32d52239f0,hamas hamas jude gas,1
eng_920ac8fb4f166132067054834c56fc64,heck vote biden three time sign liberal asshats swing state,1
eng_dd82875faf3c4cee708fe95facaf74a3,musk part explain president embodiment nation resist order thwart people fascism property 13 selective populism,1
eng_0d7b9ccf09f166a64b7ef04752269306,people need know war really look like israeli soldier serve gaza describe indiscriminate kill routine classification civilian casualty terrorist conversation haaretz,1
eng_12e78f91c54084c4aabd027c64be52f5,pro israel anti genocide political stance like pro ignition anti fire existence foundation national identity israel base entirely settler colonial displacement ie genocide palestinian,1
eng_8d11184d0012a4ecae3172b4e8db8bc5,satellite image confirm civilian massacre town russian military occupation,1
eng_c9d4503a74317510e4c558d41d630a06,sufficient evidence voter fraud marjorieisaninsurrectionist,1
eng_7beed9f2373a0bf7e7b7992ee3e372f7,trump inspire supporter commit act physical violence january 6 knowingly spread objectively false narrative election fraud 2020 election special counsel jack smith say,1
eng_cb78447e38ff0c402f786fcb319ac18f,1 jewish state hiding pedophile,1
eng_8a425ecaaf35ef860d070477f9ebd750,15000 dead child claim hamas use child human shield yes yes cover already talk circle,1
eng_765857b7bb143a31a77b0f760296e412,4 year democrat rule short list open border 400k unaccounted lose child countless american fentanyl death open border encourage foreigner illegally enter support men womens sport support gender reassignment minor jail inmate,1
eng_0bd7286f79e4e0d1ea86c31367b78204,jewish state create no one else want zionism naziism disease,1
eng_c929afd992c4ead7f235c40593576701,rational society probably would not allow school shooting part national identity,1
eng_3347b34b07f26ad954b2c33f7ed88374,relationship apartheid state tiny tyrant state free palestine,1
eng_88d0df23bf8b48f55a1b7fc2327f629d,small price pay ukrainian sovereignty green future stop whining,1
eng_9db584e1b5b9a7fb674cb4e523ea5b1e,traitor today traitor tomorrow traitor always,1
eng_bed09b856719e15ac267645ae5ad7f58,valid protest rig election end sort kerfuffle,1
eng_a5c10ec4202d6ea9118c80e7e32a0092,moral army idf gaza israel,1
eng_3b18766a737c9d0a190a43dec155ec22,woke mob create condition found country,1
eng_ccfcd60e1e6a7904ee4f82f98df019ff,african american issue highlight dixiecrat gop report,1
eng_b25133be4d92d05ff767a0d72a97da9a,aje ioscob5c jewish state defines commit unimaginable war crime violate countless international law manage get away crime thanks unlimited support provide colonial west aje ioscob5c,1
eng_01ca330c0cdcdfb61d0591c376443d16,democrat open border fjb,1
eng_3f11da59e96eec9defd458f7771b9d03,see ukro nazi natural habitat denazification go,1
eng_284cfb266bb81ebb380e419d2ce87395,name jesus ultimate socialist,1
eng_4e7d07f9a4bab9ff19d37ebb353b4ef1,happen part plan remember last 3 month november 5th trump tell rally not need vote would say almost like musk co arrange outcome 10 swing state,1
eng_8e7aae33e6a618a82fcfd33f69431a6a,although obviously let azovstal prisoner go not help denazification,1
eng_89ba5949723e15fd78ce0317404d46b5,always fascinate watch reply idf propaganda many bot appear not even subtle,1
eng_18dfca0c8f154362046e1bfed7cee273,american imperialism bad russian imperialism good,1
eng_f93c4774efc9ee3ad4e08a28e15a5fad,american must take street support military aid ukrainian,1
eng_36994fbc2e00d18d40cf30d6c921b9bf,election fraud denier beat election denier,1
eng_3102a29addc4143cb622963d5efdc054,illegal invasion literally avoidable not due aggressive nato expansion eastward grand,1
eng_aafb9cfcf42fcde5c35d4d65e2b8fc64,biden enable aid abet ethnic cleansing genocide,1
eng_04a3c390481a0f270b62be8056a709e6,wonder he get away interfere u commerce border security,1
eng_4e3f9e48bef1da1a726cd5990336d959,like clockwork wake mob cum,1
eng_d150010eabf3d7677c6ddfce9e914b9d,nobody care didwant go surveillance apartheid state anyway,1
eng_04ee1aa7763d7cdf79a5669e419f0520,russia compensate ukraines ally cost military aid provide ukraine,1
eng_382b2bd474a824e180e4ba6f67e3da5b,say zionism not western colonialism,1
eng_4706655a581b7e119709ade14a53ef81,call election interference demand congressional hearing,1
eng_b0a045191533ee4358953756af43a13d,tucker socialist national socialist,1
eng_47cc25f9793fedee94706defbcb01630,acceptable ratio dead maim woman child per jihadi forty dead child per jihadi ok israel currently kill far kid average nazi collective punishment killing ww2 barbaric beyond pale,1
eng_62010de983a90ed57ca22765690c237c,would call send military aid ukraine,1
eng_6713d748ddf1edfcf58c96968f9ea104,another calendar year televise genocide entertainment najwahab substack compgenocide palestine israel america lebanon genocide substack christmas newyear,1
eng_4192ffa8bbd073fb70559ac34cad394b,another casualty bidenharris administration failure lie year wide open border,1
eng_abf66a53fe93de25a86dea10cb77a0de,another detachment reality anti immigration fuck everyone tell would happen britain leave reap,1
eng_cb76286c2a562f925966061cbb4f5216,another residential building fall victim russian aggression true no limit bad see every time war,1
eng_39ec83fafe657f830dbc31647428a279,another rig election bot account,1
eng_e64738e41ff0193c65c2d09fdb928726,anti zionism anti jewish selfdetermination anti torah antisemitism,1
eng_1d3f0932571147d5feabd5ca73d95daa,antisemitism urconspiracy theory far right,1
eng_a3f6cce2eb575d207631001b67d0badf,thought ukrainian nazis lotta tax dollar head,1
eng_55c2f7b8db4f7bdaa2fb2e7cce547b02,aocbacked starbucks union cheer hamas terror,1
eng_8d81987202b87ef20b933f3552449662,appal parrot russian propaganda every turn,1
eng_35a04a21a59c23f14cd1487562c8601f,apparently hamas attack weather fault,1
eng_0b125dc2da20c69325ab96b84a24697a,talk zeno xenophobia,1
eng_b15e835e7925463c9d4c9d5af0e38018,okay swear always case election fraud one way take med recently fuck brain maga supporter,1
eng_fd9572b359cd4e6cc8bd6c100998a85c,arm civvies get shot not civilian casualty,1
eng_e798c92dab2d8a10a23abf1d07c6fa78,expect white christian nationalism asian scapegoated,1
eng_9bc4a2e141f0e5a1050c64a814b48e93,asinine response shame del rio give never apologize woke mob,1
eng_716acd8890b0798202ea4a58fab07fce,asylum seeker not immigrant already know,1
eng_259410a03f93a9170f42d094de99d37f,bd not antisemitic defend zionism assuredly,1
eng_f17441cde1cb27df110b6bf113aec559,careful project read say maybe without liberal agenda shove throat,1
eng_54ff7ae548119f7eee84f2086384dc54,antisemitism zionist criticize ethnic cleansing duh,1
eng_52694ee39e12c8eca931a0f2c19681cc,proliferate democrat distract steal election,1
eng_09548c998e8cf5dcdd7b58910fae9bae,epitome plastic populism bollock,1
eng_f5eda370771a34e074413b75ff6bcb01,charge war crime ethnic cleanse take spoils war war crime,1
eng_113d9cb2597641065b43e80079c2d90e,bidens open border policy say,1
eng_20905ff7de2ebcb29b6110489c73962e,bitch mine sort idf,1
eng_7d6fd466a12a587b31b65c34688a7d52,blue state always save red state,1
eng_3a8cfba91dec94d27a1268af98a293fd,blue state would starve death,1
eng_fb386cf5b98ed36b9b5c03c606241461,border security socialism pea brain tax collectively pay,1
eng_3c396e25f2db6a72a21be15cc6e3c190,border security never issue goal drum populist support attack canada,1
eng_3d64063dedeffc3bf9a23d16558e16d4,border modern day segregation root xenophobia,1
eng_85b6d2a017e7730919abf5a3b2d1fe61,bear africa illegal immigration laugh,1
eng_3bf3fe559a2fac3432221e7b07ec797f,bottom line male adult child valuable human shield protect female,1
eng_5836d1c4db446e1a501fe30fb1b2615c,breitbart racist trash reveal racist trash,1
eng_62361e6fcedef49e5198994c4f9e8bab,bro still murder baby blue state relax,1
eng_30bb246b4d3da4a244ba63631463a3ce,not individual right erase progressive policy heckuva job progressive,1
eng_6138e4583dae99e6cf5d5efcf041a2ce,no thing election fraud,1
eng_ca6966039c8bc5b6c4ae6a325e48aefe,support ukrainian nazi fight russia,1
eng_17d0001a0b4a9414ca46beefee3d314d,buy tesla support socialist state handout,1
eng_4df5f28fb6e6711e7dc51ba8fe4f7ca6,call like voter suppression eleksyon2022,1
eng_fac687491cc8299fdb393693ac801a12,get radical liberal agenda onion ring,1
eng_75da437b634b3884aeb0f4d8fcd3797b,impeachment start soon need removed office,1
eng_fce4da5e930b16be7aa2d17d138293b9,believe anything idf say,1
eng_05891f0238d64f771fdbabc071d3fe01,imagine blue state not subsidize welfare red state would dream come true,1
eng_57d293e7225e637166b84e4b99cebe35,rally decent mp leave oust cabinet braverman particular taint conservative value,1
eng_69a6769eef9b679fd6feaa5728bb1309,not believe trudeau wake mob censoring,1
eng_a73b7a3a6759f5ae6f5cc11a16ae1849,not even interpret history blue state ridiculous,1
eng_5214fc67831063db2869c3760ccc1e74,capitalism fascism business suit,1
eng_141ddcd5107015cce1c8ef22776b3392,ccp election interference seem blatant australia wow,1
eng_e08ada5dc400d75306737d59200e4cde,come term fact not go sustain popular backlash trumpism go shit,1
eng_11e46b27b7d45cc72dd949d47e4a0962,congress pass bill take vote right away woman let u hope not pass senate,1
eng_a1cc40eb5c9a15e6902338ae0a5d012a,conservatism always xenophobia core,1
eng_dddf0ec81530a916059d688eb75231a5,conservative really thirst fossil old joe biden muskland,1
eng_83afad725654c83fa6eea096ae2d8a9d,conspiracy theory kanye possess demon,1
eng_2f5d2a605e6127f9212f314442ad0b3f,contact representative fight voter suppression resist votersuppression winterboots act aclu orgasaveact,1
eng_34b8d2423b960faf6fa5fa04e4b5a4f7,cornel west call end palestinian occupation detroit metro time,1
eng_a003dc6bc6ab23247c3d3b3e74258646,could two less qualified person discuss ukraine invasion not think,1
eng_68b70582e464fd04e82742f23dcafbc2,crazy consistently theorycels fee liberal agenda analysis adept dismantle,1
eng_6e4961e65a1c31734b4a6be2c07a87a2,da flynn hope justice kevin carter disqualifies,1
eng_ab8ec27c61b91aea69beb4469515366b,darwin theory help offset gerrymandering voter suppression,1
eng_adb1551027c430f08591f12c666f682a,defund castleton police department defundthepolice,1
eng_807c890850a4f7bdbe26de65ffc8155d,defund flemington police blacklivesmatter defundthepolice,1
eng_669280b7a13919341c55f12503dc0daa,defund smoot police blacklivesmatter defundthepolice,1
eng_9e12593c3266a8d4beb0892a45904c90,defund toulon police department defundthepolice,1
eng_e78d6932695536bdfaa78b6a0e9e4055,democrat disgust well,1
eng_bbee55f98f39e3e22cb208a34b836907,democrat hint government shutdown stop trump ax federal agency resistance democrat,1
eng_395f8651a08a615e81825584b979a19d,democrat still want defund police,1
eng_9cbe92ef70b407116ceb30f5b6c71bcb,democry deny anti immigration pro hard brxit red tory,1
eng_08f55709b05264e7e2fe078264886ec7,denazification russia happen straight three day row,1
eng_d19e1cbd3664d21db3dda335a3326530,deportation useful useless nazi racist,1
eng_84d496be0604ced7887fbccc24d8038d,deport forcefully abduct displaced part ethnic cleansing evacuate aggressor narrative ukraineunderattack,1
eng_9739046e306fc2cfb80f8b493871d7cd,dnd party overthrow capitalism anyone,1
eng_5ea66ab51cd728ea412cd3c5011b9454,liberal fascist still support nato expansion ukraine,1
eng_7c8dcafa731e42f98f182309b0ceaf22,realise enable use human shield,1
eng_e4ad4dcd3f8aecd9aa574e5d8c931b6c,cover lie steal election gym,1
eng_3a59bc1e5a02bc9c3fc1f5951145ccc6,mean wake mob get behead weapon personal collection seem harsh,1
eng_baa52dd0b1fe2226bc1a9df9e1ba07aa,devil work keep socialite liberal agenda,1
eng_6bd3ba5e6e7505f55ae4fe9eede21424,donald shit head traitor,1
eng_35e2ae98b918ba2ab1e07e756fc0c576,donald trump 34 count convict felon donald trump 34 count convict felon donald trump 34 count convict felon donald trump 34 count convict felon donald trump 34 count convict felon donald trump 34 count convict felon,1
eng_d86f796929fc62c952c95babc161aa6c,donald trump criminal not medium,1
eng_dc7bf701329cd6f0055487aa75b7c7ee,donald trump dollarstore donald trump,1
eng_65746e7cc76aea27348abc71cd0204df,donald trump white supremacist,1
eng_7fdc8d8148ad5e6a95c14fdba71065cf,donald trump fire immediately,1
eng_3818fa12c40d0ce9bd0900addd516009,not blame trumpism destroy u,1
eng_cb40a6b0fab5d62598272ec5d205add1,drop jewish state shit allows antisemitism propagate attach israel crime jewish people whole,1
eng_184e45b5362ef6a31d11654e62f99de9,early vote communist need abolish,1
eng_de40392ef3e60637d3723a8691ddc707,editorial refugee devil work,1
eng_1a0df1cce7a20bd99892c6f1e4b8df8f,elmo rich law asylum seeker poor law fact,1
